id,week_num,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202230-7896,186,7896,15,Goku,126677,14.0,Core,11.0,139.0
202231-7896,187,7896,93,Goku,126677,14.0,Core,78.0,181.0
202232-7896,188,7896,93,Goku,126677,14.0,Core,20.0,154.0
202233-7896,189,7896,93,Goku,126677,14.0,Core,67.0,92.0
202234-7896,190,7896,93,Goku,126677,14.0,Core,12.0,80.0
202235-7896,191,7896,93,Goku,126677,14.0,Core,17.0,65.0
202236-7896,192,7896,93,Goku,126677,14.0,Core,10.0,85.0
202237-7896,193,7896,93,Goku,126677,14.0,Core,4.0,102.0
202238-7896,194,7896,93,Goku,126677,14.0,Core,69.0,80.0
202239-7896,195,7896,93,Goku,126677,14.0,Core,25.0,92.0
202240-7896,196,7896,93,Goku,126677,14.0,Core,27.0,65.0
202241-7896,197,7896,15,Goku,126677,14.0,Core,0.0,14.0
202242-7896,198,7896,93,Goku,126677,14.0,Core,42.0,97.0
202243-7896,199,7896,93,Goku,126677,14.0,Core,2.0,179.0
202244-7896,200,7896,93,Goku,126677,14.0,Core,7.0,172.0
202245-7896,201,7896,93,Goku,126677,14.0,Core,3.0,258.0
202246-7896,202,7896,15,Goku,126677,14.0,Core,0.0,165.0
202247-7896,203,7896,93,Goku,126677,14.0,Core,37.0,294.0
202248-7896,204,7896,93,Goku,126677,14.0,Core,38.0,243.0
202249-7896,205,7896,93,Goku,126677,14.0,Core,71.0,196.0
202250-7896,206,7896,93,Goku,126677,14.0,Core,70.0,178.0
202251-7896,207,7896,15,Goku,126677,14.0,Core,0.0,150.0
202252-7896,208,7896,93,Goku,126677,14.0,Core,22.0,284.0
202301-7896,209,7896,15,Goku,126677,14.0,Core,16.0,201.0
202302-7896,210,7896,93,Goku,126677,14.0,Core,34.0,219.0
202303-7896,211,7896,15,Goku,126677,14.0,Core,0.0,197.0
202304-7896,212,7896,93,Goku,126677,14.0,Core,133.0,220.0
202305-7896,213,7896,15,Goku,126677,14.0,Core,40.0,52.0
202306-7896,214,7896,93,Goku,126677,14.0,Core,20.0,169.0
202307-7896,215,7896,93,Goku,126677,14.0,Core,65.0,104.0
202308-7896,216,7896,93,Goku,126677,14.0,Core,67.0,57.0
202309-7896,217,7896,93,Goku,126677,14.0,Core,36.0,46.0
202310-7896,218,7896,93,Goku,126677,14.0,Core,4.0,66.0
202311-7896,219,7896,93,Goku,126677,14.0,Core,0.0,130.0
202312-7896,220,7896,93,Goku,126677,14.0,Core,21.0,176.0
202313-7896,221,7896,93,Goku,126677,14.0,Core,72.0,175.0
202314-7896,222,7896,93,Goku,126677,14.0,Core,6.0,279.0
202315-7896,223,7896,93,Goku,126677,14.0,Core,21.0,258.0
202316-7896,224,7896,93,Goku,126677,14.0,Core,46.0,262.0
202317-7896,225,7896,93,Goku,126677,14.0,Core,95.0,229.0
202318-7896,226,7896,93,Goku,126677,14.0,Core,62.0,135.0
202119-8883,123,8883,93,Goku,96700,15.6,Core,132.0,218.0
202120-8883,124,8883,93,Goku,96700,15.6,Core,98.0,147.0
202121-8883,125,8883,93,Goku,96700,15.6,Core,45.0,165.0
202122-8883,126,8883,93,Goku,96700,15.6,Core,31.0,180.0
202123-8883,127,8883,93,Goku,96700,15.6,Core,19.0,188.0
202124-8883,128,8883,93,Goku,96700,15.6,Core,32.0,259.0
202125-8883,129,8883,93,Goku,96700,15.6,Core,70.0,326.0
202126-8883,130,8883,93,Goku,96700,15.6,Core,24.0,337.0
202127-8883,131,8883,93,Goku,96700,15.6,Core,102.0,236.0
202128-8883,132,8883,93,Goku,96700,15.6,Core,100.0,145.0
202129-8883,133,8883,93,Goku,96700,15.6,Core,44.0,141.0
202130-8883,134,8883,93,Goku,96700,15.6,Core,55.0,149.0
202131-8883,135,8883,93,Goku,96700,15.6,Core,64.0,122.0
202132-8883,136,8883,93,Goku,96700,15.6,Core,0.0,141.0
202133-8883,137,8883,93,Goku,96700,15.6,Core,156.0,89.0
202134-8883,138,8883,93,Goku,96700,15.6,Core,90.0,94.0
202135-8883,139,8883,93,Goku,96700,15.6,Core,68.0,145.0
202136-8883,140,8883,93,Goku,96700,15.6,Core,56.0,173.0
202137-8883,141,8883,93,Goku,96700,15.6,Core,97.0,172.0
202138-8883,142,8883,93,Goku,96700,15.6,Core,0.0,275.0
202139-8883,143,8883,93,Goku,96700,15.6,Core,68.0,207.0
202140-8883,144,8883,93,Goku,96700,15.6,Core,21.0,148.0
202141-8883,145,8883,93,Goku,96700,15.6,Core,29.0,124.0
202142-8883,146,8883,93,Goku,96700,15.6,Core,74.0,101.0
202143-8883,147,8883,93,Goku,96700,15.6,Core,0.0,141.0
202144-8883,148,8883,93,Goku,96700,15.6,Core,30.0,111.0
202145-8883,149,8883,90,Goku,96700,15.6,Core,4.0,76.0
202146-8883,150,8883,93,Goku,96700,15.6,Core,34.0,160.0
202147-8883,151,8883,93,Goku,96700,15.6,Core,34.0,114.0
202148-8883,152,8883,93,Goku,96700,15.6,Core,22.0,92.0
202149-8883,153,8883,93,Goku,96700,15.6,Core,11.0,94.0
202150-8883,154,8883,93,Goku,96700,15.6,Core,12.0,106.0
202151-8883,155,8883,93,Goku,96700,15.6,Core,0.0,148.0
202152-8883,156,8883,93,Goku,96700,15.6,Core,70.0,78.0
202201-8883,157,8883,93,Goku,96700,15.6,Core,28.0,37.0
202202-8883,158,8883,93,Goku,96700,15.6,Core,9.0,23.0
202203-8883,159,8883,93,Goku,96700,15.6,Core,2.0,26.0
202204-8883,160,8883,93,Goku,96700,15.6,Core,3.0,48.0
202205-8883,161,8883,93,Goku,96700,15.6,Core,12.0,83.0
202206-8883,162,8883,93,Goku,96700,15.6,Core,8.0,169.0
202207-8883,163,8883,93,Goku,96700,15.6,Core,9.0,123.0
202208-8883,164,8883,93,Goku,96700,15.6,Core,1.0,128.0
202209-8883,165,8883,93,Goku,96700,15.6,Core,9.0,197.0
202210-8883,166,8883,93,Goku,96700,15.6,Core,28.0,154.0
202211-8883,167,8883,93,Goku,96700,15.6,Core,0.0,175.0
202212-8883,168,8883,93,Goku,96700,15.6,Core,8.0,387.0
202213-8883,169,8883,93,Goku,96700,15.6,Core,37.0,171.0
202214-8883,170,8883,93,Goku,96700,15.6,Core,13.0,319.0
202215-8883,171,8883,93,Goku,96700,15.6,Core,26.0,299.0
202216-8883,172,8883,93,Goku,96700,15.6,Core,29.0,295.0
202217-8883,173,8883,93,Goku,96700,15.6,Core,107.0,188.0
202218-8883,174,8883,90,Goku,96700,15.6,Core,21.0,58.0
202219-8883,175,8883,93,Goku,96700,15.6,Core,23.0,127.0
202220-8883,176,8883,93,Goku,96700,15.6,Core,5.0,174.0
202221-8883,177,8883,93,Goku,96700,15.6,Core,0.0,264.0
202222-8883,178,8883,90,Goku,96700,15.6,Core,32.0,99.0
202223-8883,179,8883,93,Goku,96700,15.6,Core,6.0,272.0
202224-8883,180,8883,93,Goku,96700,15.6,Core,50.0,195.0
202225-8883,181,8883,93,Goku,96700,15.6,Core,69.0,127.0
202226-8883,182,8883,93,Goku,96700,15.6,Core,11.0,116.0
202227-8883,183,8883,90,Goku,96700,15.6,Core,11.0,53.0
202228-8883,184,8883,90,Goku,96700,15.6,Core,7.0,56.0
202229-8883,185,8883,90,Goku,96700,15.6,Core,20.0,26.0
202230-8883,186,8883,90,Goku,96700,15.6,Core,14.0,13.0
202231-8883,187,8883,93,Goku,96700,15.6,Core,20.0,58.0
202232-8883,188,8883,93,Goku,96700,15.6,Core,0.0,64.0
202233-8883,189,8883,93,Goku,96700,15.6,Core,0.0,70.0
202234-8883,190,8883,93,Goku,96700,15.6,Core,12.0,82.0
202235-8883,191,8883,93,Goku,96700,15.6,Core,11.0,143.0
202236-8883,192,8883,93,Goku,96700,15.6,Core,47.0,81.0
202237-8883,193,8883,93,Goku,96700,15.6,Core,25.0,56.0
202238-8883,194,8883,93,Goku,96700,15.6,Core,4.0,100.0
202239-8883,195,8883,93,Goku,96700,15.6,Core,2.0,158.0
202240-8883,196,8883,93,Goku,96700,15.6,Core,0.0,249.0
202241-8883,197,8883,90,Goku,96700,15.6,Core,44.0,70.0
202242-8883,198,8883,93,Goku,96700,15.6,Core,51.0,115.0
202243-8883,199,8883,93,Goku,96700,15.6,Core,22.0,97.0
202244-8883,200,8883,93,Goku,96700,15.6,Core,15.0,82.0
202245-8883,201,8883,93,Goku,96700,15.6,Core,3.0,184.0
202246-8883,202,8883,90,Goku,96700,15.6,Core,4.0,174.0
202247-8883,203,8883,93,Goku,96700,15.6,Core,25.0,149.0
202248-8883,204,8883,90,Goku,96700,15.6,Core,44.0,73.0
202249-8883,205,8883,93,Goku,96700,15.6,Core,13.0,69.0
202250-8883,206,8883,93,Goku,96700,15.6,Core,0.0,80.0
202251-8883,207,8883,90,Goku,96700,15.6,Core,15.0,52.0
202252-8883,208,8883,93,Goku,96700,15.6,Core,4.0,64.0
202301-8883,209,8883,90,Goku,96700,15.6,Core,6.0,57.0
202302-8883,210,8883,93,Goku,96700,15.6,Core,20.0,36.0
202304-8883,212,8883,93,Goku,96700,15.6,Core,2.0,35.0
202305-8883,213,8883,90,Goku,96700,15.6,Core,14.0,44.0
202306-8883,214,8883,93,Goku,96700,15.6,Core,6.0,14.0
202307-8883,215,8883,93,Goku,96700,15.6,Core,6.0,94.0
202308-8883,216,8883,93,Goku,96700,15.6,Core,18.0,118.0
202309-8883,217,8883,93,Goku,96700,15.6,Core,32.0,86.0
202310-8883,218,8883,93,Goku,96700,15.6,Core,18.0,59.0
202311-8883,219,8883,93,Goku,96700,15.6,Core,1.0,64.0
202312-8883,220,8883,93,Goku,96700,15.6,Core,14.0,67.0
202313-8883,221,8883,93,Goku,96700,15.6,Core,8.0,109.0
202314-8883,222,8883,93,Goku,96700,15.6,Core,11.0,162.0
202315-8883,223,8883,93,Goku,96700,15.6,Core,51.0,157.0
202316-8883,224,8883,93,Goku,96700,15.6,Core,0.0,179.0
202317-8883,225,8883,93,Goku,96700,15.6,Core,4.0,188.0
202318-8883,226,8883,93,Goku,96700,15.6,Core,19.0,179.0
202053-9870,105,9870,12,Doraemon,107337,15.6,Gaming,8.0,129.0
202101-9870,105,9870,12,Doraemon,107337,15.6,Gaming,70.0,78.0
202102-9870,106,9870,12,Doraemon,107337,15.6,Gaming,2.0,74.0
202103-9870,107,9870,12,Doraemon,107337,15.6,Gaming,43.0,61.0
202104-9870,108,9870,12,Doraemon,107337,15.6,Gaming,36.0,76.0
202105-9870,109,9870,12,Doraemon,107337,15.6,Gaming,0.0,138.0
202106-9870,110,9870,12,Doraemon,107337,15.6,Gaming,56.0,82.0
202107-9870,111,9870,12,Doraemon,107337,15.6,Gaming,47.0,75.0
202108-9870,112,9870,12,Doraemon,107337,15.6,Gaming,21.0,54.0
202109-9870,113,9870,12,Doraemon,107337,15.6,Gaming,0.0,149.0
202110-9870,114,9870,12,Doraemon,107337,15.6,Gaming,51.0,124.0
202111-9870,115,9870,12,Doraemon,107337,15.6,Gaming,0.0,171.0
202112-9870,116,9870,12,Doraemon,107337,15.6,Gaming,81.0,80.0
202113-9870,117,9870,12,Doraemon,107337,15.6,Gaming,121.0,37.0
202114-9870,118,9870,12,Doraemon,107337,15.6,Gaming,88.0,16.0
202115-9870,119,9870,12,Doraemon,107337,15.6,Gaming,43.0,6.0
202116-9870,120,9870,12,Doraemon,107337,15.6,Gaming,14.0,2.0
202117-9870,121,9870,12,Doraemon,107337,15.6,Gaming,18.0,0.0
202118-9870,122,9870,12,Doraemon,107337,15.6,Gaming,0.0,0.0
202119-9870,123,9870,12,Doraemon,107337,15.6,Gaming,0.0,2.0
202120-9870,124,9870,12,Doraemon,107337,15.6,Gaming,25.0,4.0
202121-9870,125,9870,12,Doraemon,107337,15.6,Gaming,38.0,9.0
202122-9870,126,9870,12,Doraemon,107337,15.6,Gaming,60.0,20.0
202123-9870,127,9870,12,Doraemon,107337,15.6,Gaming,16.0,44.0
202124-9870,128,9870,12,Doraemon,107337,15.6,Gaming,56.0,95.0
202125-9870,129,9870,12,Doraemon,107337,15.6,Gaming,74.0,66.0
202126-9870,130,9870,12,Doraemon,107337,15.6,Gaming,108.0,56.0
202127-9870,131,9870,12,Doraemon,107337,15.6,Gaming,135.0,35.0
202128-9870,132,9870,12,Doraemon,107337,15.6,Gaming,43.0,35.0
202129-9870,133,9870,12,Doraemon,107337,15.6,Gaming,18.0,38.0
202130-9870,134,9870,12,Doraemon,107337,15.6,Gaming,103.0,41.0
202131-9870,135,9870,12,Doraemon,107337,15.6,Gaming,61.0,21.0
202132-9870,136,9870,12,Doraemon,107337,15.6,Gaming,22.0,14.0
202133-9870,137,9870,12,Doraemon,107337,15.6,Gaming,8.0,16.0
202134-9870,138,9870,12,Doraemon,107337,15.6,Gaming,0.0,28.0
202135-9870,139,9870,12,Doraemon,107337,15.6,Gaming,21.0,14.0
202137-9870,141,9870,12,Doraemon,107337,15.6,Gaming,3.0,9.0
202138-9870,142,9870,12,Doraemon,107337,15.6,Gaming,29.0,0.0
202139-9870,143,9870,12,Doraemon,107337,15.6,Gaming,38.0,19.0
202140-9870,144,9870,12,Doraemon,107337,15.6,Gaming,54.0,40.0
202141-9870,145,9870,12,Doraemon,107337,15.6,Gaming,28.0,85.0
202142-9870,146,9870,12,Doraemon,107337,15.6,Gaming,36.0,56.0
202205-9870,161,9870,12,Doraemon,107337,15.6,Gaming,0.0,60.0
202206-9870,162,9870,12,Doraemon,107337,15.6,Gaming,6.0,51.0
202207-9870,163,9870,12,Doraemon,107337,15.6,Gaming,3.0,73.0
202208-9870,164,9870,12,Doraemon,107337,15.6,Gaming,18.0,45.0
202209-9870,165,9870,12,Doraemon,107337,15.6,Gaming,4.0,46.0
202210-9870,166,9870,12,Doraemon,107337,15.6,Gaming,0.0,74.0
202211-9870,167,9870,12,Doraemon,107337,15.6,Gaming,20.0,47.0
202212-9870,168,9870,12,Doraemon,107337,15.6,Gaming,0.0,49.0
202213-9870,169,9870,12,Doraemon,107337,15.6,Gaming,0.0,81.0
202214-9870,170,9870,12,Doraemon,107337,15.6,Gaming,0.0,162.0
202215-9870,171,9870,12,Doraemon,107337,15.6,Gaming,5.0,154.0
202216-9870,172,9870,12,Doraemon,107337,15.6,Gaming,31.0,107.0
202217-9870,173,9870,12,Doraemon,107337,15.6,Gaming,0.0,125.0
202218-9870,174,9870,12,Doraemon,107337,15.6,Gaming,2.0,121.0
202219-9870,175,9870,12,Doraemon,107337,15.6,Gaming,26.0,82.0
202220-9870,176,9870,12,Doraemon,107337,15.6,Gaming,0.0,91.0
202221-9870,177,9870,12,Doraemon,107337,15.6,Gaming,32.0,42.0
202222-9870,178,9870,12,Doraemon,107337,15.6,Gaming,17.0,18.0
202223-9870,179,9870,12,Doraemon,107337,15.6,Gaming,6.0,8.0
202224-9870,180,9870,15,Doraemon,107337,15.6,Gaming,4.0,4.0
202225-9870,181,9870,15,Doraemon,107337,15.6,Gaming,60.0,88.0
202226-9870,182,9870,15,Doraemon,107337,15.6,Gaming,31.0,88.0
202227-9870,183,9870,15,Doraemon,107337,15.6,Gaming,86.0,142.0
202228-9870,184,9870,15,Doraemon,107337,15.6,Gaming,36.0,106.0
202229-9870,185,9870,15,Doraemon,107337,15.6,Gaming,7.0,99.0
202230-9870,186,9870,15,Doraemon,107337,15.6,Gaming,81.0,18.0
202231-9870,187,9870,15,Doraemon,107337,15.6,Gaming,70.0,0.0
202232-9870,188,9870,15,Doraemon,107337,15.6,Gaming,40.0,142.0
202233-9870,189,9870,15,Doraemon,107337,15.6,Gaming,44.0,240.0
202234-9870,190,9870,15,Doraemon,107337,15.6,Gaming,18.0,213.0
202235-9870,191,9870,15,Doraemon,107337,15.6,Gaming,43.0,151.0
202236-9870,192,9870,15,Doraemon,107337,15.6,Gaming,6.0,181.0
202237-9870,193,9870,15,Doraemon,107337,15.6,Gaming,0.0,317.0
202238-9870,194,9870,15,Doraemon,107337,15.6,Gaming,79.0,223.0
202239-9870,195,9870,15,Doraemon,107337,15.6,Gaming,0.0,223.0
202240-9870,196,9870,15,Doraemon,107337,15.6,Gaming,0.0,361.0
202241-9870,197,9870,15,Doraemon,107337,15.6,Gaming,35.0,373.0
202242-9870,198,9870,15,Doraemon,107337,15.6,Gaming,95.0,275.0
